wti,spread,n_completed,n_overruns,ess_d,tail_ess,n_admissible,n_eligible,wti_weighted_mean,brent_weighted_mean,wti_bias_abs,wti_bias_rel,ev_usd,cvar_usd,var_usd,decision_ratio,p_loss,mean_delta_usd,std_delta_usd,skew_delta,median_delta_usd,p10_delta_usd,p90_delta_usd,sigma_calibration_obs,scenario_price_range
74.0,3.75,10000,50,151.35326944930966,16.60688189185599,362,1917,73.83450929845517,78.19383914745957,0.1654907015448259,0.0022363608316868,100926.1445351037,5263121.057490395,4182029.4108788376,0.0191761016766785,0.5443,32514.02042700002,462675.6996746424,-0.2169869402134929,32233.49999999965,-525826.9000000004,635407.4999999999,844,10.0
74.0,4.0,10000,55,155.71509160561232,19.598620257133906,365,1917,73.82595246260284,78.23903568248642,0.1740475373971577,0.0023519937486102,116511.65218259806,5181834.217653162,4183938.9843863775,0.0224846352254329,0.5487,35593.99619900003,464480.2351467012,-0.1973883228966962,32233.49999999965,-529010.7300000004,641335.4999999993,848,10.0
74.0,4.25,10000,42,160.8901912264518,20.057766367137365,370,1917,73.83236977302249,78.32256769230244,0.1676302269775078,0.0022652733375338,182976.8137652862,5281023.619195698,4144784.581339637,0.0346479824669206,0.5345,40488.90851500005,467784.113125188,-0.2087494378571798,33924.50000000012,-516291.75,642688.8700000005,855,10.0
74.0,4.5,10000,57,166.9735770647723,17.977851287214158,374,1917,73.80786261294317,78.38270566866748,0.1921373870568317,0.0025964511764436,175237.86122616645,5282329.514841163,4154735.49565238,0.0331743524772206,0.5364,50281.23071600004,461298.61646470486,-0.1807655435767246,33900.75000000038,-501842.25,662305.7999999999,860,10.0
74.0,4.75,10000,69,169.73306033940514,21.937521937521947,372,1917,73.8103472820319,78.49871470449074,0.1896527179681015,0.0025628745671365,248655.79272914637,5047459.086094736,4014268.921258538,0.0492635578590758,0.5323,36400.36486300003,462462.5586580944,-0.2349094581652544,32013.479999999632,-509993.2499999997,634929.2700000005,865,10.0
74.0,5.0,10000,122,172.14153090405424,21.27297481279783,369,1917,73.79530795623081,78.61008168442984,0.2046920437691852,0.0027661086995835,258224.40675539064,5218888.648672573,4016549.774418999,0.0494788113214621,0.5253,54043.72372800002,460411.7262214645,-0.1631705977512227,48830.76000000024,-501842.25,644670.0,864,10.0
74.0,5.25,10000,175,174.34201104831882,24.043085208693984,365,1917,73.75382545181768,78.68346718716158,0.2461745481823243,0.0033266830835449,320279.9763132123,5270289.283434422,3938023.347484072,0.0607708531901496,0.5271,65344.35245500002,478693.424400346,0.4624736573725273,57910.85999999987,-481094.2499999999,667826.2499999991,864,10.0
74.0,5.5,10000,250,175.3726091874197,24.995000999800048,365,1917,73.77209536563066,78.8288660524226,0.227904634369338,0.0030797923563424,357945.2199969824,5211962.819728001,3853656.554024895,0.0686776234554303,0.5166,45311.907294,469007.3706334422,0.3091135548316701,23305.58999999985,-489630.7600000007,635123.26,863,10.0
74.0,5.75,10000,327,175.63506936431546,28.51277372262774,364,1917,73.80604163223357,78.9921709685966,0.1939583677664274,0.0026210590238706,416279.56226888107,5093830.423937046,3690727.436413383,0.0817223047537449,0.5169,55841.45904000001,470653.2710783191,0.4455505170138788,48830.76000000024,-476462.9999999999,635407.5,864,10.0
74.0,6.0,10000,500,176.96336781554592,24.01998462720985,359,1917,73.80592741351605,79.12452578431551,0.1940725864839549,0.0026226025200534,313122.6969115549,5892663.428598529,3958895.6723951097,0.0531377195907531,0.517,69461.060377,515561.3920368566,1.457345257910816,37316.18999999994,-476140.3799999999,642787.4610000009,869,10.0
74.0,6.25,10000,759,171.17439339354212,25.917478747667435,342,1917,73.8852203501477,79.32487639760402,0.114779649852295,0.0015510763493553,328283.6852517849,5781989.693145421,3938054.288804352,0.0567769405817113,0.5267,57733.034554,505064.47661171126,1.353803648995259,32233.49999999994,-485265.985,632019.4199999999,869,10.0
74.0,6.5,10000,973,164.98922447438233,18.598422853742008,325,1917,73.96101251157377,79.49533515552231,0.0389874884262297,0.0005268579517058,282932.7486921961,6779645.773756619,4273892.112323456,0.0417326742626292,0.5199,81878.335045,566081.9256168759,2.1386876174768035,37127.52000000002,-473313.7499999997,636093.2100000003,867,10.0
74.25,3.5,10000,54,146.1449046846449,17.959770114942533,354,1917,73.93253553496669,78.24188309740313,0.3174644650333107,0.0042756156906843,100144.05039229582,5137087.907578645,4185584.7963978974,0.0194943228914878,0.5465,34966.89382700004,471470.0321838137,-0.2347834715563194,32396.330000000075,-529010.7300000014,641335.4999999995,833,10.0
74.25,3.75,10000,38,150.32351603016855,17.482517482517483,358,1917,73.96719389953164,78.31136274959468,0.2828061004683633,0.0038088363699442,21664.78234128938,5464886.415160171,4263024.248010343,0.0039643609574736,0.5514,45887.50414300003,471068.5512170353,-0.2599030201827376,48830.76000000024,-521663.9999999997,643865.1599999997,838,10.0
74.25,4.0,10000,42,155.0488449943043,19.61399654793661,364,1917,73.97860317755551,78.3794966182517,0.2713968224444869,0.0036551760598584,87929.1407742573,5295678.927034026,4196630.7483914085,0.0166039410594524,0.5444,39651.06783300003,460267.0073468632,-0.2127218587357077,32233.49999999953,-502628.0899999999,640965.0,845,10.0
74.25,4.25,10000,34,162.38388665217056,20.15803902596356,370,1917,74.02262320079731,78.49254165835798,0.2273767992026876,0.0030623137939755,188200.5318160356,5223798.802717695,4092434.533667879,0.0360275230581476,0.5331,40630.383864000025,460225.3718416331,-0.1985779400261649,33900.75000000035,-509993.24999999953,634140.2000000004,852,10.0
74.25,4.5,10000,57,167.30610311241898,21.91828862002456,370,1917,74.08150427462245,78.65506656704373,0.1684957253775536,0.0022693026986875,166254.26074322587,5426077.643872121,4154234.312944404,0.0306398602554062,0.5304,42395.42374800002,461998.5824937735,-0.2251960997974781,33900.75000000058,-502628.0899999999,637645.129999999,858,10.0
74.25,4.75,10000,98,170.59177863447508,20.774472328402865,369,1917,74.1074644344052,78.79488238809905,0.1425355655947981,0.0019196709171016,153396.3963500543,5526541.862264978,4164507.875168519,0.0277563076826467,0.5339,60035.10643600002,455265.3070897454,-0.2397727732845511,62058.74999999988,-487884.8499999992,639197.0499999998,858,10.0
74.25,5.0,10000,139,173.55108350200993,24.796667327911145,365,1917,74.0701520616523,78.86793833872788,0.1798479383477058,0.0024221944558613,185065.90584999515,5456797.8782775095,4039553.666733344,0.0339147445036782,0.5328,61230.692684,457665.19982721447,0.0941960128678822,54639.060000000056,-476463.0,635407.5000000001,862,10.0
74.25,5.25,10000,189,176.08383180942246,23.74169040835708,366,1917,74.07695427266307,78.9978994981028,0.1730457273369268,0.0023305821863559,215840.0574986064,5487480.683303114,4085999.603684826,0.0393331785486458,0.5356,62297.854493000006,460914.75646023295,0.0506653833263966,59827.77000000002,-478615.32000000007,643865.1599999997,861,10.0
74.25,5.5,10000,241,176.95973682343737,27.876895628902776,365,1917,74.10873012410315,79.15600339060124,0.1412698758968531,0.0019026245912034,301234.7169949648,5435025.697392186,3962220.446956232,0.0554247088729501,0.5165,53060.228058000015,467664.47616994206,0.2331392901502623,40194.97500000027,-479982.75,636093.2100000003,863,10.0
74.25,5.75,10000,399,177.4491301862417,26.23294858342077,360,1917,74.08695988209945,79.27034197871924,0.1630401179005502,0.0021958265037111,242282.49454428,5839076.598523423,3965558.1867136806,0.0414932892994669,0.5248,52772.879088000016,480811.672046517,0.8581290126004676,24054.759999999776,-478615.3199999997,632019.4199999999,870,10.0
74.25,6.0,10000,578,174.26163628293432,24.90535963339312,346,1917,74.13236721214646,79.43517145344104,0.1176327878535374,0.0015842799710914,279955.31513917184,6094364.772832817,4087844.947701015,0.0459367506827198,0.5193,64445.796361000015,493845.9951652473,1.3654615550768443,39141.89999999944,-473313.7499999994,629399.6430000004,871,10.0
74.25,6.25,10000,730,169.3886228777204,21.4813541845678,332,1917,74.1796815780528,79.59134429225244,0.0703184219472063,0.0009470494538344,180233.9980591658,6581298.422017499,4218191.522721238,0.0273857811182363,0.5328,73962.49952699999,539086.8428694083,1.8018215496091676,41310.7500000007,-467385.75,637645.129999999,871,10.0
74.25,6.5,10000,911,161.56680740309477,17.717930545712267,316,1917,74.26152061346109,79.81331854742996,0.0115206134610872,0.0001551597772537,134759.35120538904,7083523.892439768,4554858.298082443,0.0190243377804114,0.5339,90355.720484,541759.7721957952,1.8427950541391,63540.75000000093,-467385.75,637800.3219999996,864,10.0
74.5,3.5,10000,32,146.00516839758052,17.373175816539266,340,1917,74.1112472112209,78.38783740102188,0.3887527887791009,0.0052181582386456,31481.278185755305,5334415.561221429,4235333.957779572,0.0059015421323019,0.5546,41883.25518800003,472277.48279737873,-0.3067873540147308,41310.75,-529010.7300000014,642688.8700000002,832,10.0
74.5,3.75,10000,42,149.99935603069954,17.083504168375022,347,1917,74.12679400773068,78.44301091480499,0.3732059922693196,0.0050094764062995,117079.26532742791,5280212.812816353,4176791.685820642,0.0221732095803502,0.5475,35293.56844600005,467891.5719168242,-0.2496666403512218,32284.79999999999,-521663.99999999953,636093.2100000007,840,10.0
74.5,4.0,10000,51,156.9934615241138,18.52126240924582,354,1917,74.20911832495983,78.57572494753614,0.2908816750401684,0.0039044520139619,80882.34366225428,5225711.9069533385,4199841.393069867,0.0154777655374824,0.5479,54056.28742100003,467473.960552732,-0.29106249503866,51213.35999999941,-509993.24999999953,640965.0,847,10.0
74.5,4.25,10000,39,162.2871123972348,20.229810648972325,355,1917,74.30827388199548,78.76382021202366,0.1917261180045244,0.002573504939658,78843.44454948488,5426869.896329124,4230755.069793793,0.014528346184016,0.5416,54974.709497000025,463035.24008747545,-0.292084067798985,51384.07499999972,-506895.8700000001,642688.8700000002,853,10.0
74.5,4.5,10000,68,166.1074234353357,19.936204146730468,356,1917,74.33674022792984,78.89067604102134,0.1632597720701625,0.0021914063365122,184837.3131033552,5438422.774899393,4193515.915957481,0.0339873012367587,0.5326,54570.22851000002,464487.5209276672,-0.3101388912792883,59827.77000000002,-501842.25,642688.8700000001,854,10.0
74.5,4.75,10000,91,169.11302384725263,21.24766275709673,353,1917,74.30992002612633,78.96447563320261,0.1900799738736651,0.002551409045284,157236.55217574525,5394560.74419056,4200478.5467021065,0.0291472391603105,0.536,67151.45577400003,461920.4300366215,-0.1384910320447477,62244.0,-483811.0600000005,643865.1599999997,859,10.0
74.5,5.0,10000,130,171.56475345660763,22.698383875068107,355,1917,74.32099478676965,79.09271466701372,0.1790052132303543,0.0024027545400047,210708.26725311932,5539967.148468274,4138419.8148663808,0.038034208796956,0.5256,66656.843575,462436.1835476512,-0.0628531066941471,62244.0,-479982.75,650060.4900000007,859,10.0
74.5,5.25,10000,168,173.4439532037686,24.66942964278667,355,1917,74.34828732042249,79.24259890626276,0.1517126795775141,0.0020364118064095,205180.2378008677,5490791.188026936,4002443.701036541,0.0373680642323965,0.5283,62190.52136500001,473982.62712338654,0.3301928565177127,59094.75000000047,-479982.75000000047,640965.0,861,10.0
74.5,5.5,10000,272,174.3606360838707,22.583559168925028,351,1917,74.32919106521005,79.3498859960287,0.1708089347899459,0.0022927373797308,156016.02703751912,5841106.328720635,4191495.236951153,0.0267100131819875,0.5406,65525.58503800001,472080.51745082205,0.5952904357440876,59094.75000000047,-479982.74999999953,635407.5,868,10.0
74.5,5.75,10000,391,170.98502363006858,24.06159769008662,339,1917,74.35511402316348,79.50033135820092,0.1448859768365196,0.0019447782125707,232082.03519856575,5977798.88522851,4131490.393838382,0.0388239951952973,0.5287,76185.17381000001,486800.5339697205,1.045431165444306,62244.0,-462939.75,636093.2100000004,870,10.0
74.5,6.0,10000,580,167.8910103066478,22.48201438848922,327,1917,74.40283859509663,79.65339569344688,0.0971614049033746,0.0013041799315889,252581.306685434,6327015.924271833,4166141.087509249,0.0399210796540713,0.5292,83983.19593300001,512902.8667360326,1.587474234627985,62244.0,-462939.75,635437.273,870,10.0
74.5,6.25,10000,707,161.12889820045064,19.847570657351543,313,1917,74.51678563010188,79.92047064363278,0.0167856301018787,0.0002253104711661,247426.96719610743,6770557.471347616,4295975.655280478,0.0365445486938403,0.5297,87017.71920200002,535347.9312215312,1.8535585337760323,62058.75,-462939.75,635476.0710000003,863,10.0
74.5,6.5,10000,1029,161.8273972194273,16.611295681063126,308,1917,74.6059568699792,80.17594721159472,0.1059568699791952,0.0014222398654925,90830.3313524934,7372386.461495396,4651575.747675256,0.0123203431923819,0.5419,109301.80199900002,568695.6070041577,2.1339462525041952,66385.62,-457816.3999999994,668101.56,864,10.0
74.75,3.5,10000,42,138.41620212611332,14.74578270614604,322,1917,74.40008169396995,78.63743443657049,0.3499183060300481,0.0046811813515725,-60877.747293789565,5793842.456930255,4378764.157283291,-0.0105073183722783,0.5632,49376.47192000004,468340.08024821646,-0.2861707704992081,41310.75000000047,-518700.5700000003,649090.54,834,10.0
74.75,3.75,10000,29,146.03128182424894,15.788808892257167,331,1917,74.52565177670807,78.79740279948635,0.2243482232919262,0.0030013140239722,-74651.62929457419,5697668.201397026,4337165.401145952,-0.0131021369893512,0.5697,63154.473749000026,467630.5915676318,-0.306382253599471,59461.26000000024,-509993.24999999953,650060.4900000007,841,10.0
74.75,4.0,10000,37,152.41472486490875,16.655562958027982,335,1917,74.6448645216872,78.98470927093133,0.1051354783128033,0.0014064946931478,-40438.77955273953,5859686.9243721245,4389147.442806582,-0.0069011843251459,0.5547,71740.25407400003,467827.6330417223,-0.3319526307766585,66385.62,-506895.87000000017,667826.2499999991,848,10.0
74.75,4.25,10000,55,156.57739479159468,18.21095571095572,338,1917,74.68338370301203,79.10711420900347,0.0666162969879735,0.0008911879195715,-56824.3889018678,5871415.287141308,4368603.42962651,-0.0096781416614007,0.5644,75842.25265200002,465327.9214373122,-0.3318867711739543,76820.04000000004,-502628.0899999999,662083.5,851,10.0
74.75,4.5,10000,68,159.59991968205586,16.97447039652363,337,1917,74.67396766221395,79.18660178160647,0.0760323377860459,0.0010171550205491,34573.639076297055,5990108.368771258,4362516.49189321,0.0057717885800769,0.5573,87415.56065800002,467794.5597750665,-0.2047325929935958,88265.44999999925,-480093.9000000003,675473.1800000003,856,10.0
74.75,4.75,10000,74,162.70968215418597,20.85766727849158,341,1917,74.67371054015054,79.29314881982606,0.0762894598494625,0.0010205947805948,93355.44055531012,5797014.582736774,4319546.442154523,0.0161040548066444,0.5517,81150.54375000003,465981.2733794311,-0.1400365434487687,66385.62,-479982.74999999953,685795.4999999995,857,10.0
74.75,5.0,10000,118,167.28632226955264,18.90788080471941,344,1917,74.68352444594873,79.42512349968584,0.0664755540512658,0.0008893050709199,105698.60470211468,5961662.585672608,4338272.874397817,0.017729719383337,0.5525,76918.88322500003,467764.32729158807,0.0347968191611684,66385.62,-462939.75,662083.5,860,10.0
74.75,5.25,10000,204,169.08694118401132,24.210730195622716,341,1917,74.67078674612956,79.53125159435152,0.0792132538704351,0.0010597090818787,149573.8540438485,5885390.060338505,4185041.5662125046,0.0254144334547718,0.546,80766.43226400002,474739.6031991264,0.2827988396231392,73359.0,-478615.32,643865.1599999997,867,10.0
74.75,5.5,10000,275,169.25187766382615,21.233225751656192,335,1917,74.64153019051489,79.62559950523739,0.1084698094851148,0.0014511011302356,155209.12624890765,6154704.907377134,4319023.5265740575,0.0252179639129199,0.541,82542.67504200003,471772.3337164503,0.5029002259222632,70612.3600000008,-462939.75,639373.8450000014,870,10.0
74.75,5.75,10000,376,167.24451994023374,22.486058643640945,326,1917,74.63739539558952,79.73952698183149,0.1126046044104782,0.0015064161125147,119596.35764565594,6373298.653197714,4325870.117930244,0.0187652209873532,0.5531,93892.93568300002,503044.16731318063,1.3032028553955688,72871.74499999953,-457816.3999999994,643865.1599999997,871,10.0
74.75,6.0,10000,514,162.64970447392184,23.19539803303026,314,1917,74.72933290992081,79.98494559483805,0.0206670900791863,0.0002764828104238,140496.3022647834,6590250.95951082,4438811.496301645,0.0213188091209218,0.5417,90122.59673500004,501580.469847486,1.2532568076690749,67801.5,-462939.75,641002.05,867,10.0
74.75,6.25,10000,798,165.27982418284213,20.857667278491576,311,1917,74.77435046666801,80.19933813945141,0.0243504666680109,0.0003257587514115,64961.29471131749,7093422.074378902,4588353.28232111,0.0091579626913721,0.5448,101567.67607800002,530656.0015280427,1.7295484411243114,66385.62,-455876.5,650060.4900000007,868,10.0
74.75,6.5,10000,1063,163.3752933849704,18.729397662571177,303,1917,74.80165560140688,80.35895499090321,0.0516556014068783,0.0006910448348746,110669.61927324798,7421456.69220413,4680833.513364822,0.0149121154866403,0.5451,108903.1797,556913.7756300397,1.9868313314211377,69869.45999999996,-457382.2499999994,650060.4900000007,866,10.0
75.0,3.5,10000,33,142.8157980805872,16.093729882837646,321,1917,74.72779564291235,78.93808197766356,0.2722043570876451,0.0036293914278352,10787.90042187138,5655866.139945053,4314129.835786332,0.0019073825573205,0.5525,48677.046029000034,464291.5229888878,-0.3290121167427577,57910.85999999987,-528888.7499999995,637645.129999999,835,10.0
75.0,3.75,10000,45,147.9924157222381,16.939964764873295,326,1917,74.85553432302872,79.1144476706641,0.1444656769712793,0.0019262090262837,-61567.883467389394,5818608.116615263,4441225.551618158,-0.0105812046856326,0.5573,75694.00120000003,461255.7931402176,-0.3249680408965793,66385.62,-501842.25,663380.25,842,10.0
75.0,4.0,10000,53,153.15427601870553,16.90102758247702,331,1917,74.93344224359114,79.26112006907587,0.066557756408855,0.000887436752118,21215.63130428744,5912245.310317924,4392912.268462904,0.0035884220276283,0.5422,74470.67879000002,458850.9368292873,-0.2963659677330059,65275.83000000019,-485168.9900000002,667826.2499999991,846,10.0
75.0,4.25,10000,55,157.5086838960104,18.398586988519288,333,1917,74.99085360013551,79.39092610513842,0.0091463998644911,0.0001219519981932,18073.045256626214,5866978.603583595,4325520.529076856,0.0030804689223831,0.556,78071.90035300002,475136.452632433,-0.0177358785592656,69614.1000000001,-502628.0899999999,661912.842,853,10.0
75.0,4.5,10000,52,161.33770911725713,19.688139864545604,338,1917,74.96906599601985,79.46085807643844,0.0309340039801497,0.0004124533864019,58302.41913384285,5779511.581714399,4359534.532576691,0.0100877761571244,0.5468,78310.69913600001,456179.9398872957,-0.2354038850152581,66319.5,-463095.531,644670.0,854,10.0
75.0,4.75,10000,99,165.59327317277769,18.785692816351077,341,1917,74.98492228588523,79.5872600598356,0.0150777141147671,0.0002010361881968,57256.54110751032,6142681.521032847,4438836.321707526,0.0093210987597942,0.547,83066.16140800001,459472.3022302245,-0.0885948709874505,72940.23999999929,-467385.74999999977,662305.799999999,857,10.0
75.0,5.0,10000,150,168.0059269955238,19.00851581508517,339,1917,74.96890291140615,79.68168523758841,0.031097088593853,0.000414627847918,44795.28965438698,6029729.272888059,4411970.77661906,0.0074290714602732,0.5546,71493.17645900001,474566.82455807657,0.5154379446463141,62058.75,-467200.4999999999,640965.0,864,10.0
75.0,5.25,10000,238,169.8382889531898,20.21672327349184,334,1917,74.92495715097662,79.75629442310957,0.0750428490233758,0.0010005713203116,133625.71661717317,6145856.901663715,4365420.113902187,0.0217424061046719,0.5433,70810.15133000002,474739.80264729256,0.623773009607271,57273.31500000024,-457828.5600000003,635123.26,867,10.0
75.0,5.5,10000,299,169.63279833913603,22.640825937330195,326,1917,74.90163234489418,79.84815267521168,0.0983676551058181,0.0013115687347442,145440.3013577872,6023577.325075427,4233114.294382375,0.024145170470766,0.5424,68825.558048,473577.4361795659,0.6698219068557435,48830.76000000024,-462939.7500000002,632019.4199999999,868,10.0
75.0,5.75,10000,401,166.44691647168082,22.51846514141597,317,1917,74.96897212491132,80.06884627843837,0.0310278750886823,0.0004137050011824,139171.94729112324,6598608.805908584,4551638.9166907165,0.0210911044107516,0.5409,80947.777061,489881.49605633033,1.1536693345889302,53877.53999999957,-462939.75,642688.8700000003,866,10.0
75.0,6.0,10000,613,170.14696241183714,23.10963209465706,317,1917,74.97126362970585,80.24193019103255,0.0287363702941547,0.000383151603922,98926.15016637769,6790743.283096173,4526895.44405302,0.0145677941342045,0.5407,78920.779959,500953.0841169373,1.3364603491489584,59827.77000000002,-457816.3999999994,629294.25,867,10.0
75.0,6.25,10000,926,168.9169039274798,20.603263556947425,309,1917,74.9800963815714,80.39011390316422,0.0199036184286001,0.000265381579048,165972.35885503714,6937939.281628251,4603050.057225585,0.0239224288535551,0.5383,92833.271198,528600.7071045957,1.8083880308176328,59827.77000000002,-455876.5,636093.2100000007,866,10.0
75.0,6.5,10000,1039,164.75757202700822,18.26417299824664,300,1917,75.00170089345545,80.53002400362553,0.0017008934554496,2.267857940599545e-05,86508.11071321814,7542463.522346177,4794845.558005467,0.0114694768435961,0.5468,111170.939159,545244.8031875099,1.999300676998908,70912.6549999998,-453548.6199999999,668101.5599999999,857,10.0
75.25,3.5,10000,44,140.9561345000603,13.963360142984806,303,1917,75.13910159011047,79.32066875448395,0.1108984098895291,0.0014737330217877,-88491.89401258864,6265065.329253194,4797429.016891849,-0.0141246562265515,0.5554,71342.66433000001,467670.1477783482,-0.4717463183103617,70612.3600000008,-521663.99999999953,640965.0,833,10.0
75.25,3.75,10000,78,146.8979042664098,14.975440277944172,311,1917,75.18318069583808,79.41300521651787,0.0668193041619247,0.0008879641749092,-89993.93247243951,6118707.018414295,4639794.104007765,-0.0147079983077473,0.564,75693.03864100004,469638.659451781,-0.4198331760508312,71194.32999999961,-521663.99999999953,653932.5,837,10.0
75.25,4.0,10000,58,150.97324439834662,16.204303863106045,315,1917,75.24466007772975,79.52980059362285,0.0053399222702523,7.096242219604482e-05,-90294.23980009342,6242026.275404657,4698207.503847848,-0.0144655334367748,0.5621,87316.022983,474655.53630395554,-0.2030252750289653,82357.59000000003,-502815.9809999997,667826.2499999991,844,10.0
75.25,4.25,10000,59,153.96043264334352,17.39977728285078,321,1917,75.23821239624375,79.59855780528866,0.0117876037562467,0.0001566458970929,20197.62646219836,5959544.129931131,4559590.147067053,0.0033891227284916,0.552,84604.44603900002,459766.7984619967,-0.1841494000614413,73851.48000000045,-481501.7239999998,667826.2499999991,846,10.0
75.25,4.5,10000,77,158.0212867481866,17.36111111111111,325,1917,75.26558187402652,79.72408217179077,0.0155818740265232,0.0002070680933757,-5297.37487290889,6265966.277062727,4665413.448835179,-0.0008454202653947,0.563,83781.87991300001,456036.38576833706,-0.0453618471695781,78371.96000000043,-473313.74999999953,640965.0,849,10.0
75.25,4.75,10000,111,162.2550090838967,20.000000000000004,328,1917,75.21590837069749,79.77079655784443,0.0340916293025088,0.0004530449076745,59729.66478161874,6214066.913351443,4553429.409386525,0.0096120086272783,0.5567,82022.56524200001,464648.36614608247,0.2549482440749848,73686.8450000002,-473313.74999999953,636093.2100000004,857,10.0
75.25,5.0,10000,170,164.27334115100382,19.060689234522723,326,1917,75.17734387391567,79.84329590095531,0.0726561260843254,0.0009655299147418,28422.18130746584,6285428.292023851,4626089.966565945,0.0045219164052087,0.5654,88576.22956100001,469202.65515060246,0.3523942565708411,77208.02000000048,-462939.75000000006,642688.8700000001,861,10.0
75.25,5.25,10000,235,165.05112187739675,20.945040214477213,320,1917,75.15864265132359,79.93574356528214,0.0913573486764107,0.0012140511452014,145730.78774448813,6365377.72394278,4552462.259314762,0.0228942875135807,0.5481,76529.29354500001,480381.0379791262,0.7073233098219209,62058.749999999534,-467385.7500000002,636093.2100000003,863,10.0
75.25,5.5,10000,288,163.48202981454222,21.59267576438073,315,1917,75.20377337545126,80.13322912415751,0.046226624548737,0.0006143073029732,174017.6809566665,6524026.549474044,4545551.11098975,0.0266733557316218,0.5424,72939.48127300001,486699.12785265705,0.8271633368364325,62244.0,-473313.74999999953,636093.2100000004,862,10.0
75.25,5.75,10000,474,167.43693565915297,22.389396381873556,316,1917,75.19744011583266,80.29411625597582,0.0525598841673371,0.0006984702214928,83986.57429261439,6848858.018237824,4778611.727496641,0.0122628581391184,0.5432,81263.558049,495670.6366959629,0.991971004465154,62521.87499999994,-457382.24999999953,641335.4999999995,865,10.0
75.25,6.0,10000,709,167.06784419769784,23.38196782641228,309,1917,75.19548634025608,80.43506770593815,0.0545136597439182,0.0007244340165304,153146.78398359343,7005481.542098015,4741783.064051025,0.0218609931470504,0.5388,98573.707017,507817.2519956389,1.4878452913642162,62799.75,-457386.8669999999,644670.0,865,10.0
75.25,6.25,10000,874,163.65717986931938,19.425019425019432,301,1917,75.20429815731902,80.57515506094722,0.0457018426809838,0.0006073334575546,168428.7152152454,7381008.500011846,4864009.3528926745,0.0228192008199116,0.5392,124138.977733,535218.6752228246,1.9413048118470608,82326.24000000022,-451269.0,676800.9000000004,856,10.0
75.25,6.5,10000,1076,160.05144921822765,15.47412725922257,295,1917,75.22133079940019,80.72391077445135,0.0286692005998077,0.0003809860544824,22770.694369448476,7933651.976353079,5208644.311412301,0.0028701403133536,0.553,114464.921013,582209.3417824145,2.2413808954599297,62058.749999999534,-457567.5,683426.77,846,10.0
75.5,3.5,10000,76,146.51897438615268,13.188436378982905,306,1917,75.36219710155117,79.53507697951957,0.1378028984488253,0.0018252039529645,-102967.26449065872,6901050.421479464,4997453.675166891,-0.0149205205297694,0.5641,80611.86859400001,457573.1201293458,-0.4414424320419886,79417.72000000009,-500915.9999999996,640965.0,828,10.0
75.5,3.75,10000,66,151.88215566371744,15.131340031473185,313,1917,75.423093714556,79.63142165356187,0.0769062854439965,0.0010186262972714,-78274.21506344076,6467767.463325197,4845153.805666063,-0.0121021999487901,0.5677,80042.94680600004,470571.94841813535,-0.3500172543078174,84773.63000000082,-509808.0,643865.1599999997,835,10.0
75.5,4.0,10000,55,154.39027442611018,16.25699050591755,320,1917,75.42715974498563,79.69699465577906,0.0728402550143698,0.0009647715895943,-72961.46926261525,6579594.405579481,4696000.418839391,-0.0110890527234846,0.5649,83751.52253,460424.8596633504,-0.3048789536326221,80267.49499999994,-485168.9900000002,640965.0,838,10.0
75.5,4.25,10000,63,157.48446829950447,16.38484729322323,324,1917,75.46727327688238,79.81426060686105,0.0327267231176193,0.0004334665313591,71529.30798840593,6572741.913554171,4708052.439599587,0.0108827197125905,0.5546,84680.63389200001,444643.00289733167,-0.2687403379127588,82251.76000000024,-462939.75,635407.4999999999,841,10.0
75.5,4.5,10000,98,162.60511843118292,18.20830298616169,329,1917,75.44058936051321,79.87185698407968,0.059410639486785,0.0007868958872421,34632.49524141511,6868477.323637764,4871727.737951925,0.0050422376910567,0.5532,90121.45990800002,450278.6652569464,-0.1355929704661329,94023.39999999944,-462939.75,635476.0710000003,849,10.0
75.5,4.75,10000,147,164.82641086987152,21.193624957612755,327,1917,75.40888323121173,79.94008205360147,0.0911167687882681,0.0012068446197121,94852.19602739632,6547537.591228237,4681463.519101628,0.0144866974348448,0.5491,80905.90691300003,461374.5966467075,0.1746609233823932,77786.18999999948,-473313.7499999994,635123.2599999998,855,10.0
75.5,5.0,10000,180,165.96587329141863,21.247662757096723,324,1917,75.39627913836871,80.03054975262242,0.1037208616312881,0.001373786246772,66455.74078085346,6733371.584593771,4744318.501225177,0.0098696084043403,0.557,88777.74764600002,455083.4241837732,0.3497819841556884,79923.87999999989,-462939.75,636093.2100000002,859,10.0
75.5,5.25,10000,228,165.72887486178416,23.89600458803288,320,1917,75.42556656806082,80.20702161052287,0.0744334319391839,0.0009858732707176,144076.27767239336,6708361.557706645,4655641.890060774,0.0214771187320511,0.546,80373.81451600001,465093.22348798224,0.4660015148348301,66385.62,-462939.75,640965.0,858,10.0
75.5,5.5,10000,407,170.32033810694992,21.054404581438444,321,1917,75.40910173652365,80.34716001176646,0.0908982634763475,0.0012039505096204,88504.26098171166,7156600.179157017,4905939.446761751,0.0123668024992471,0.5474,94608.023787,474257.61098815233,0.7020173972643989,83196.05999999994,-453548.6200000001,644670.0,861,10.0
